ICAO,name,CMX,bpt_file,lw_rule,num_built,active,year_introduced,year_last_produced,year_retired,manufacturer,country,length,wingspan,wingspan_swept_folded,lw_rule2,engine_type,engine_position,num_engines,description,wing_position,wing_shape,wingtip_tanks,winglets,canards,amphibious,awacs,twin_boom,tail_position,num_tail_fins,Notes,bpt_file2
SU27,"Su-27, Su-30, Su-35",M,Su-30.png,AC0,1000,True,1985,,,SUKHOI,RUSSIA,21.935,14.7,,,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,fuselage,2,J11,
SU33,"Su-30MKI, Su-33, Su-37",M,Su-33_flanker_d.png,AC1,272,True,1998,,,SUKHOI,RUSSIA,22.183,14.7,,,jet,['fuselage'],2,L2J,mid,swept,False,False,True,False,False,False,fuselage,2,,
SU34,Su-34,M,Sukhoi_Su-34.png,AC0,155,True,2014,,,SUKHOI,RUSSIA,23.335,14.7,,,jet,['fuselage'],2,L2J,mid,swept,False,False,True,False,False,False,fuselage,2,,
SU57,Su-57,M,SU57.png,AC1,21,True,2020,,,SUKHOI,RUSSIA,20.8,13.95,,,jet,['fuselage'],2,L2J,mid,delta,False,False,False,False,False,False,fuselage,2,,
SU7,Su-7,M,SU7.png,AC1,1847,True,1959,1972,,SUKHOI,RUSSIA,17.37,8.93,,,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,fuselage,1,,
SU80,Su-80,X,Sukhoi_SU80.png,AC0,8,True,2001,,,SUKHOI,RUSSIA,18.26,23.18,,,prop,['wings'],2,L2T,high,straight,False,True,False,False,False,True,T-tail,2,,
SU9,Su-9 Fishpot,M,Su-9.png,AC2,1150,True,1959,,1970,SUKHOI,RUSSIA,16.772,8.536,,,jet,['fuselage'],1,L1J,low,delta,False,False,False,False,False,False,fuselage,1,,
SU95,Superjet 100-95,C,SU95b.jpg,AC0,229,True,2011,,,SUKHOI,RUSSIA,29.94,27.8,,,jet,['wings'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
SVIX,Sea Vixen,X,de_havilland_dh110_sea_vixen.jpg,AC0,151,True,1959,,1972,DE HAVILLAND,UK,16.31,15.24,6.78,AC8,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,True,T-tail,2,,
SW2,Merlin 2,C,,,-1,True,1965,1998,,SWEARINGEN,USA,12.22,13.98,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,cruciform,1,,
SW3,Merlin 3,C,SW3_3D.jpg,AC2,92,True,1965,1998,,SWEARINGEN,USA,12.85,14.1,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,cruciform,1,,
SW4,Metroliner,C,fairchild_swearingen_metro_iii.jpg,AC2,600,True,1968,2001,,SWEARINGEN,USA,18.09,17.37,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,cruciform,1,,
SW42,Metro II,C,SW4_3D.jpg,AC2,600,True,1968,2001,,SWEARINGEN,USA,18.09,14.37,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,cruciform,1,,
SWIF,Swift,M,SWIF_s50w.jpeg,AC0,197,True,1954,,1967,SUPERMARINE,UK,12.88,9.86,,,jet,['fuselage'],1, L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
SX1,SX-1,M,Bell_X-1_color.png,AC0,7,True,1946,1946,1959,BELL,USA,9.42,8.53,,,jet,['fuselage'],1,L1J,mid,straight,False,False,False,False,False,False,cruciform,1,,
T1,T-1,M,T1_color.jpeg,AC7,66,True,1962,1963,2006,FUJI,JAPAN,12.12,10.5,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
T104,Tu-104 Camel,M,Tupolev_Tu-104.png,AC7,201,True,1956,1960,1981,TUPOLEV,RUSSIA,40.06,34.54,,,jet,['fuselage'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
T114,Tu-114 Cleat,M,tupolev-tu-114.jpg,AC7,32,True,1961,1963,1991,TUPOLEV,RUSSIA,54.1,51.1,,,prop,['wings'],4,L4T,low,swept,False,False,False,False,False,False,fuselage,1,,
T116,Tu-116,M,,,2,True,1957,,,TUPOLEV,RUSSIA,46.17,54.1,,,prop,['wings'],4,L4T,high,swept,False,False,False,False,False,False,fuselage,1,,
T124,Tu-124 Cookpot,M,tupolev-tu-124.jpg,AC7,164,True,1962,1965,1992,TUPOLEV,RUSSIA,30.58,25.55,,,jet,['fuselage'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
T134,Tu-134 Crusty,M,T134_3D.jpg,AC7,854,True,1970,1989,,TUPOLEV,RUSSIA,37.1,29,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
T144,Tu-144 Charger,M,Tupolev_Tu-144LL.png,AC2,16,True,1975,1983,1999,TUPOLEV,RUSSIA,65.7,28.8,,,jet,['fuselage'],4,L4J,mid,delta,False,False,False,False,False,False,none,1,,
T154,Tu-154 Careless,M,39154.jpg,AC7,1026,True,1972,2013,,TUPOLEV,RUSSIA,48,37.55,,,jet,"['hips', 'tail']",3,L3J,low,swept,False,False,False,False,False,False,T-tail,1,,
T160,Tu-160 Blackjack,M,T160_3D.jpg,AC0,37,True,1987,,,TUPOLEV,RUSSIA,54.1,55.7,35.6,AC8,jet,['fuselage'],4,L4J,low,swing,False,False,False,False,False,False,cruciform,1,,
T18,T-18 Tiger,C,T18.jpeg,AC0,400,True,1963,,,THORP,USA,5.77,6.35,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
T2,T-2 Buckeye,M,T-2C.png,AC4,529,True,1959,1970,2008,NORTH AMERICAN,USA,11.67,11.62,,,jet,['fuselage'],2,L2J,mid,straight,True,False,False,False,False,False,cruciform,1,,
T204,Tu-204,M,T204_3D.jpg,AC2,89,True,1996,,,TUPOLEV,RUSSIA,46,42,,,jet,['wings'],2,L2J,low,swept,False,True,False,False,False,False,fuselage,1,,
T22M,Tu-22M Backfire,M,tupolev-tu-22m.jpg,AC2,497,True,1972,1993,,TUPOLEV,RUSSIA,42.46,34.28,23.3,AC9,jet,['fuselage'],2,L2J,mid,swing,False,False,False,False,False,False,fuselage,1,,
T28,T-28 Trojan,M,T-28_Trojan.jpg,AC1,1948,True,1950,1957,1994,NORTH AMERICAN,USA,9.76,12.22,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
T33,T-33,M,T-33.jpeg,AC0,6557,True,1948,1959,2017,LOCKHEED,USA,11.51,11.85,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
T34P,T-34 Mentor,M,Beech_Model-45_T-34-Mentor.jpg,AC2,2300,True,1953,1990,,BEECH,USA,8.75,10.16,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
T35,T-35 Buckaroo,M,temco_t-35_buckaroo.jpg,AC2,26,True,1948,1949,,TEMCO,USA,6.6,8.94,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
T37,"T-37 Tweet, 318A/B/C",X,T37_3D.jpg,AC2,1269,True,1957,1975,2009,CESSNA,USA,8.9,10.3,,,jet,['fuselage'],2,L2J,low,straight,False,False,False,False,False,False,cruciform,1,,
T38,T-38 Talon,M,T38_3D.jpg,AC1,1189,True,1961,1972,,NORTHROP,USA,14.1,7.7,,,jet,['fuselage'],2,L2J,low,delta,False,False,False,False,False,False,fuselage,1,,
T4,T-4,M,T4_color.jpg,AC1,208,True,1988,,,KAWASAKI,JAPAN,13,9.94,,,jet,['fuselage'],2,L2J,high,swept,False,False,False,False,False,False,fuselage,1,,
T411,T-411 Aist,C,,,-1,True,,,,KHRUNICHEV,RUSSIA,9.45,13.02,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
T6,T-6 Texan/Harvard,M,North_American_T-6G_Texan.png,AC2,15495,True,1935,,1995,NORTH AMERICAN,USA,8.84,12.81,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
T7,T-7,M,T7_3D.jpeg,AC2,49,True,2002,,,FUJI,JAPAN,8.59,10.04,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
TAIL,Tailwind,C,TAIL.jpeg,AC2,350,True,1953,,,WITTMAN,USA,5.8,6.85,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
TB20,TB-20 Trinidad,C,,,5,True,1975,2012,,SOCATA,FRANCE,7.7,9.8,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
TB30,TB-30 Epsilon,M,,,18,True,1975,2012,,SOCATA,FRANCE,7.6,7.9,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
TBM,TBF/TBM Avenger,M,TBM.png,AC0,9839,True,1942,,1960,GRUMMAN,USA,12.42,16.51,5.79,AC8,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
TBM7,TBM-700,C,,,324,True,1990,2005,,SOCATA,FRANCE,10.645,12.68,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
TBM8,TBM-700/850,C,TBM7_3D.jpg,AC0,338,True,2006,2013,,SOCATA,FRANCE,10.645,12.68,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
TBM9,TBM-900/910/930/960,C,TBM-930.jpg,AC0,488,True,2014,,,SOCATA,FRANCE,10.72,12.83,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
TEX2,T-6 Texan II,M,TEX2.jpg,AC0,900,True,2001,,,BEECH,USA,10.16,10.19,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
TNAV,D-16 Twin Navion,C,D-16.png,AC2,110,True,1953,1957,,TEMCO,USA,8.28,10.16,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
TOBA,TB-10 Tobago,C,TOBA_3D.jpg,AC0,38,True,1975,2012,,SOCATA,FRANCE,7.7,9.8,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
TOR,Tornado,M,Panavia_Tornado_F-Mk3_janes91.png,AC1,990,True,1979,1998,,PANAVIA,GERMANY,18.68,13.91,8.6,AC9,jet,['fuselage'],2,L2J,high,swing,False,False,False,False,False,False,fuselage,1,,
TR55,3X-55 Trener,C,TR55_Trener.jpg,AC0,60,True,1996,,,3XTRIM,POLAND,6.87,10.03,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
TRIS,BN2A Mk III Trislander,C,TRIS_3D.jpg,AC0,1280,True,1970,1982,,BRITTEN-NORMAN,UK,15.1,16.15,,,prop,"['wings', 'tail']",3,L3P,high,straight,False,False,False,False,False,False,cruciform,1,,
TS11,TS-11 Iskra,M,TS-11.png,AC0,424,True,1964,1987,2021,PZL-MIELEC,POLAND,11.15,10.06,,,jet,['fuselage'],1, L1J,low,straight,False,False,False,False,False,False,cruciform,1,,
TU14,Tu-14,M,Tupolev_Tu-14_Bosun.png,AC0,150,True,1952,,1959,TUPOLEV,RUSSIA,21.95,21.69,,,jet,['wings'],2,L2J,high,straight,False,False,False,False,False,False,cruciform,1,,
TU16,Tu-16 Badger,M,Tupolev_Tu-16.png,AC0,1509,True,1954,1962,,TUPOLEV,RUSSIA,34.8,33,,,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,fuselage,1,H6,
TU2,Tu-2 Bat,M,Tupolev_Tu-2.png,AC0,2257,True,1942,1948,1982,TUPOLEV,RUSSIA,13.8,18.86,,,prop,['wings'],2,L2P,mid,straight,False,False,False,False,False,False,fuselage,2,,
TU22,Tu-22 Blinder,M,H3.jpeg,AC1,311,True,1962,1969,2000,TUPOLEV,RUSSIA,41.6,23.17,,,jet,['tail'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
TU28,"Tu-28 Fiddler, Tu-128",M,tupolev-tu-128.jpg,AC2,198,True,1966,,1990,TUPOLEV,RUSSIA,30.06,17.53,,,jet,['fuselage'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
TU4,Tu-4 Bull,M,TU4.jpg,AC2,847,True,1949,1952,1988,TUPOLEV,RUSSIA,30.18,43.05,,,prop,['wings'],4,L4T,mid,swept,False,False,False,False,False,False,fuselage,1,,
TU82,Tu-82,M,,,1,True,1949,,,TUPOLEV,RUSSIA,17.57,17.81,,,jet,['wings'],2,L2J,mid,swept,False,False,False,False,False,False,cruciform,1,,
TU95,Tu-95 Bear,M,H3.jpg,AC1,500,True,1956,1993,,TUPOLEV,RUSSIA,49.5,51.1,,,prop,['wings'],4,L4T,mid,swept,False,False,False,False,False,False,fuselage,1,,
TUCA,A-27 Tucano,M,EMB-312.jpg,AC2,624,True,1983,1996,,EMBRAER,BRAZIL,9.86,11.14,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
TWEN,P-2010 Twenty-Ten,C,Tecnam_P2010.png,AC2,245,True,2012,,,TECNAM,ITALY,7.92,10.3,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
U16A,"G-64, SA-16A, HU-16, UF-1 Albatross",X,Grumman_Albatross_HU-16A.jpg,AC2,233,True,1949,1961,1995,GRUMMAN,USA,18.5,24.4,,,prop,['wings'],2,A2P,high,straight,False,False,False,True,False,False,fuselage,1,,
U16B,"G-64, SA-16B, HU-16, UF-1 Albatross",X,albatros.jpg,AC2,233,True,1949,1961,1995,GRUMMAN,USA,19,29.41,,,prop,['wings'],2,A2P,high,straight,False,False,False,True,False,False,fuselage,1,,
U2C,U-2C,M,lockheed-u-2b.jpg,AC0,54,True,1956,1989,,LOCKHEED,USA,15.15,24.55,,,jet,['fuselage'],1,L1J,low,straight,False,False,False,False,False,False,fuselage,1,,
U2S,U-2S,M,lockheed-u-2.jpg,AC0,50,True,1967,1989,,LOCKHEED,USA,19.2,31,,,jet,['fuselage'],1,L1J,low,straight,False,False,False,False,False,False,fuselage,1,,
US2,US-2,M,us2_3.png,AC0,9,True,2007,,,SHINMAYWA,JAPAN,33.46,33.15,,,prop,['wings'],4,A4T,high,straight,False,False,False,False,False,False,T-tail,1,,
V1,OV-1 Mohawk,M,OV-1.jpg,AC0,380,True,1959,1970,2015,GRUMMAN,USA,12.5,14.63,,,prop,['wings'],2,L2T,mid,straight,False,False,False,False,False,False,fuselage,3,,
V10,OV-10 Bronco,M,OV-10_Bronco_janes77.png,AC1,360,True,1969,1986,,NORTH AMERICAN,USA,12.67,12.19,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,True,T-tail,2,,
V22,V-22 Osprey,M,v-22_osprey.png,AC1,400,True,2007,,,BOEING,USA,17.47,15.52,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,fuselage,2,,
VALI,BT-13 Valiant,M,Convair_BT-13_Valiant.jpg,AC0,9525,True,1940,1945,1945,CONVAIR,USA,8.79,12.8,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
VAMP,DH-115 Vampire,X,dehaviland-vampire.jpg,AC0,3268,True,1946,,1979,DE HAVILLAND,UK,10.51,11.59,,,jet,['fuselage'],1,L1J,mid,straight,False,False,False,False,False,True,fuselage,2,,
VANG,Vanguard,C,Vanguard.png,AC0,44,True,1960,,1996,VICKERS,UK,37.452,35.97,,,prop,['wings'],4,L4P,low,straight,False,False,False,False,False,False,fuselage,1,,
VARS,Varsity,X,Varsity.png,AC0,163,True,1951,,1976,VICKERS,UK,20.57,29.13,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,fuselage,1,,
VC10,VC10,X,VC10_3D.jpg,AC7,54,True,1964,1970,2013,VICKERS,UK,52.32,44.55,,,jet,['hips'],4,L4J,low,swept,False,False,False,False,False,False,T-tail,1,,
VEZE,33 VariEze,C,VariEze.jpeg,AC7,400,True,1975,1985,,RUTAN,USA,4.32,6.77,,,prop,['tail'],1,L1P,mid,swept,False,True,True,False,False,False,none,0,,
VISC,Viscount,C,vickers-viscount-800.jpg,AC0,445,True,1953,1963,2009,VICKERS,UK,26.11,28.56,,,prop,['wings'],4,L4T,low,straight,False,False,False,False,False,False,fuselage,1,,
VKNG,Viking,X,VKNG.jpeg,AC0,163,True,1946,1954,,VICKERS,UK,19.86,27.2,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
VKTR,HP.80 Victor,M,Handley_Page_Victor.png,AC1,86,True,1958,1963,1993,HANDLEY PAGE,UK,35.03,36.6,,,jet,['fuselage'],4,L4J,mid,swept,False,False,False,False,False,False,T-tail,1,,
VNOM,DH-112 Venom,X,Venom.png,AC2,1431,True,1952,,1983,DE HAVILLAND,UK,9.7,12.7,,,jet,['fuselage'],1,L1J,mid,straight,True,False,False,False,False,True,fuselage,2,,
VNOS,Sea Venom,X,VNOS.png,AC2,399,True,1952,,1970,DE HAVILLAND,UK,10.7,12.7,7.01,AC8,jet,['fuselage'],1,L1J,mid,straight,True,False,False,False,False,True,fuselage,2,,
VULC,Vulcan,M,Vulcan_B.png,AC1,136,True,1956,1965,2015,AVRO,UK,30.45,33.83,,,jet,['fuselage'],4,L4J,mid,delta,False,False,False,False,False,False,none,1,,
WACC,S series,X,waco_yks_6.jpg,AC2,500,True,1935,,,WACO,USA,7.7,10.13,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
WB57,RB-57F Canberra,M,RB-57F.png,AC0,21,True,1963,,1974,MARTIN,USA,20.8,37.34,,,jet,['wings'],2,L2J,mid,straight,False,False,False,False,False,False,fuselage,1,,
WCAT,F4F Wildcat,M,grumman-f4f-wildcat.jpg,AC0,7885,True,1940,,1945,GRUMMAN,USA,8.84,11.58,4.37,AC8,prop,['nose'],1,L1P,mid,straight,False,False,False,False,False,False,fuselage,1,,
WT9,WT-9 Dynamic,M,Aerospool_WT-9_Dynamic_janes11.png,AC2,700,True,,,,AEROSPOOL,SLOVAKIA,6.4,9,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
WW24,1124 Westwind,C,WW24_3D.jpg,AC7,442,True,,,,IAI,ISRAEL,15.9,13.7,,,jet,['hips'],2,L2J,mid,straight,True,False,False,False,False,False,fuselage,1,,
WZ7,WZ-7,M,WZ-7.jpeg,AC7,20,True,,,,GUIZHOU,CHINA,14.33,24.86,,,jet,['tail'],1,L1J,low,swept,False,True,False,False,False,False,V-tail,0,,
X1E,X-1E,M,bell_x_1_e-01929.jpg,AC0,7,True,1946,1946,1959,BELL,USA,9.42,6.96,,,jet,['fuselage'],1,L1J,mid,straight,False,False,False,False,False,False,cruciform,1,,
X29,X-29,M,X29_pinterest.jpg,AC0,2,True,1984,1985,1991,GRUMMAN,USA,14.656,8.293,,,jet,['fuselage'],1,L1J,low,swept,False,False,True,False,False,False,none,1,,
XF15C,XF15C-1,M,normal_XF15C-1.png,AC0,3,False,1945,,1946,CURTIS,USA,13.32,15,6.22,AC8,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
Y11,Y-11,X,R.jpeg,AC0,50,True,1975,,,HARBIN,CHINA,12.02,17,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,False,fuselage,1,,
Y12,Y-12,X,Sy12.jpg,AC0,102,True,1995,,,HARBIN,CHINA,14.86,17.235,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,fuselage,1,,
Y130,Yak-130 Mitten,M,Y130.png,AC0,186,True,,,,YAKOVLEV,RUSSIA,11.49,9.84,,,jet,['fuselage'],2,L2J,high,delta,False,False,False,False,False,False,fuselage,1,,
Y141,Yak-141 Freestyle,M,Yak-141.png,AC1,4,True,1987,1991,,YAKOVLEV,RUSSIA,18.36,10.105,,,jet,['fuselage'],2,L2J,high,delta,False,False,False,False,False,False,fuselage,2,,
Y20,Y-20,M,Y-20_3view.jpg,AC2,58,True,2016,,,XIAN,CHINA,47,50,,,jet,['wings'],4,L4J,high,swept,False,False,False,False,False,False,T-tail,1,,
Y25RV,Yak-25RV Mandrake,M,,,155,True,,,,YAKOVLEV,RUSSIA,15.665,23.4,,,jet,['wings'],2,L2J,high,straight,False,False,False,False,False,False,fuselage,1,,
Y5,Y-5,X,AN-2CX.jpg,AC2,1070,True,1947,2001,,SHIJIAZHUANG,CHINA,12.7,18.2,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,AN2,
Y7,Y-7,M,Xian_Y7-100_janes86.png,AC0,103,True,1984,,,XIAN,CHINA,24.31,29.2,,,prop,['wings'],2,L2T,high,straight,False,True,False,False,False,False,fuselage,1,,
Y8,Y-8,M,SAC_Y-8_janes07.png,AC0,169,True,1981,,,XIAN,CHINA,34.02,38,,,prop,['wings'],4,L4T,high,straight,False,False,False,False,False,False,fuselage,1,,
Y9,Y-9,M,Y-9_janes11.png,AC0,35,True,2012,,,SHAANXI,CHINA,36.065,38,,,prop,['wings'],4,L4T,high,straight,False,False,False,False,False,False,fuselage,1,,
YA9,YA-9,M,YA9.jpg,AC2,2,True,1972,,1973,NORTHROP,USA,16.31,17.68,,,jet,['fuselage'],2,L2J,mid,straight,False,False,False,False,False,False,cruciform,1,,
YAK1,Yak-1,M,yakovlev-yak-1.jpg,AC2,8700,False,1940,1944,1950,YAKOVLEV,RUSSIA,8.48,10,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
YAK3,Yak-3,M,R.jpeg,AC0,4848,False,1944,1946,1952,YAKOVLEV,RUSSIA,9.2,10,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
YAK7,Yak-7,M,yak7_3v.jpg,AC2,6399,False,1942,1947,,YAKOVLEV,RUSSIA,8.48,10,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
YAK9,Yak-9,M,Yak-9M.png,AC2,16769,False,1942,1948,1955,YAKOVLEV,RUSSIA,8.55,9.74,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
YC14,YC-14,M,Boeing_YC-14.jpg,AC0,2,True,1976,,1977,BOEING,USA,40.14,39.32,,,jet,['wings'],2,L2J,high,straight,False,False,False,False,False,False,T-tail,1,,
YF23,YF-23,M,YF23.png,AC0,2,True,1989,1990,,NORTHROP,USA,20.55,13.28,,,jet,['fuselage'],2,L2J,mid,delta,False,False,False,False,False,False,fuselage,2,,
YK11,"Yak-11 Moose, Let C-11",M,YK11.png,AC0,4566,False,1946,,1962,YAKOVLEV,RUSSIA,8.5,9.4,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
YK15,Yak-15 Feather,M,Yakovlev_Yak-15.png,AC2,280,False,1946,1947,,YAKOVLEV,RUSSIA,8.7,9.2,,,jet,['fuselage'],1,L1J,mid,straight,False,False,False,False,False,False,fuselage,1,,
YK17,Yak-17 Feather,M,Yakovlev-Yak-17.png,AC2,430,False,1948,1949,1960,YAKOVLEV,RUSSIA,8.78,9.2,,,jet,['fuselage'],1,L1J,mid,straight,True,False,False,False,False,False,cruciform,1,,
YK18,Yak-18 Max,M,yakovlev-yak-18-b.jpg,AC2,40,False,1946,,,YAKOVLEV,RUSSIA,8.35,10.6,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
YK23,Yak-23 Flora,M,Yakovlev_Yak-23.png,AC2,319,True,1949,1951,1960,YAKOVLEV,RUSSIA,8.13,8.73,,,jet,['fuselage'],1,L1J,mid,straight,True,False,False,False,False,False,cruciform,1,,
YK25,Yak-25 Flashlight-A,M,Yakovlev_Yak25.jpeg,AC2,483,True,1955,,1974,YAKOVLEV,RUSSIA,15.665,10.964,,,jet,['wings'],2,L2J,high,swept,False,False,False,False,False,False,fuselage,1,,
YK27,Yak-27 Flashlight-C,M,Y27.jpg,AC1,180,True,1960,1962,1978,YAKOVLEV,RUSSIA,18.55,11.82,,,jet,['wings'],2,L2J,mid,swept,False,False,False,False,False,False,cruciform,1,,
YK28,Yak-28 Firebar,M,yakovlev-yak-28.jpg,AC2,1180,True,1960,,1992,YAKOVLEV,RUSSIA,21.6,12.5,,,jet,['wings'],2,L2J,high,swept,False,False,False,False,False,False,cruciform,1,,
YK36,Yak-36 Freehand,M,Yak-36.png,AC7,4,True,1963,,,YAKOVLEV,RUSSIA,17.5,8.25,,,jet,['fuselage'],2,L2J,high,delta,False,False,False,False,False,False,cruciform,1,,
YK38,Yak-38 Forger,M,Yakolev_Yak-38_3-view.png,AC2,231,True,1976,1981,1991,YAKOVLEV,RUSSIA,16.37,7.32,4.88,AC9,jet,['fuselage'],2,L2J,mid,delta,False,False,False,False,False,False,fuselage,1,,
YK40,Yak-40 Codling,M,YK40_3D.jpg,AC0,1011,True,1968,1981,,YAKOVLEV,RUSSIA,20.4,25,,,jet,"['hips', 'tail']",3,L3J,low,straight,False,False,False,False,False,False,T-tail,1,,
YK42,Yak-42 Clobber,M,YK-42.png,AC7,185,True,1980,2003,,YAKOVLEV,RUSSIA,36.38,34.2,,,jet,"['hips', 'tail']",3,L3J,low,swept,False,False,False,False,False,False,T-tail,1,,
YK52,Yak-52,M,YK52_3D1.jpg,AC2,1700,True,1979,1998,,YAKOVLEV,RUSSIA,7.745,9.3,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
YURO,J-22 Orao,M,soko_j22_orao.jpg,AC0,221,True,1978,1992,,SOKO,YUGOSLAVIA,13.96,9.3,,,jet,['fuselage'],2,L2J,high,swept,False,False,False,False,False,False,fuselage,1,,
Z37P,"Z-37 Cmelak, Bumblebee",C,Zlin_Z37_Cmelak.png,AC0,713,True,1963,1987,,LET,CZECHOSLOVAKIA,8.55,12.22,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
Z42,Z-42,X,HB_Zlin_Z-42M_BA.jpg,AC0,247,True,1970,,,ZLIN,CZECHOSLOVAKIA,7.07,9.11,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
AS15,ASW-15,C,,,453,True,1968,,,SCHLEICHER,GERMANY,6.48,15,,,prop,['fuselage'],1,L1P,high,straight,False,False,False,False,False,False,cruciform,1,,
AS16,ASK-16,C,F-GAL-160-3SA.jpg,AC0,44,True,1971,,,SCHLEICHER,GERMANY,7.32,16,,,prop,['fuselage'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
AS17,ASW-17,C,F-GAL-170-3SA.jpg,AC2,55,True,1971,,,SCHLEICHER,GERMANY,7.55,20,,,prop,['fuselage'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
AS18,ASK-18,C,schleicherask18_view.jpg,AC2,56,True,1974,,,SCHLEICHER,GERMANY,7,16,,,prop,['fuselage'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
AS19,ASW-19,C,asw_19_b-49741.jpg,AC2,425,True,1975,,,SCHLEICHER,GERMANY,6.82,15,,,prop,['fuselage'],1,L1P,high,straight,False,False,False,False,False,False,T-tail,1,,
AS20,ASW-20,C,F-GAL-200-3SA.jpg,AC2,905,True,1977,,,SCHLEICHER,GERMANY,6.82,16.59,,,prop,['fuselage'],1,L1P,high,straight,False,False,False,False,False,False,T-tail,1,,
AS21,ASK-21,C,21-3SA.jpg,AC2,1000,True,1979,,,SCHLEICHER,GERMANY,8.35,17,,,prop,['fuselage'],1,L1P,mid,straight,False,False,False,False,False,False,T-tail,1,,
AS22,ASW-22,C,F-GAL-220-3SA.jpg,AC2,87,True,1981,,,SCHLEICHER,GERMANY,8.1,24,,,prop,['fuselage'],1,L1P,high,straight,False,False,False,False,False,False,T-tail,1,,
