ICAO,name,CMX,bpt_file,lw_rule,num_built,active,year_introduced,year_last_produced,year_retired,manufacturer,country,length,wingspan,wingspan_swept_folded,lw_rule2,engine_type,engine_position,num_engines,description,wing_position,wing_shape,wingtip_tanks,winglets,canards,amphibious,awacs,twin_boom,tail_position,num_tail_fins,Notes,bpt_file2
DARH,HPR.7 Dart Herald,X,handley-page-dart-herald.jpg,AC2,50,True,1955,1968,1999,HANDLEY PAGE,UK,21.92,28.893,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,False,fuselage,1,,
DC10,"DC-10-20, DC-10-30, DC-10-40",C,McDonnell_Douglas_DC-10-30.png,AC0,205,True,1968,1989,,MCDONNELL DOUGLAS,USA,55.5,50.39,,,jet,"['wings', 'tail']",3,L3J,low,swept,False,False,False,False,False,False,fuselage,1,,
DC11,DC-10-10,C,R.png,AC0,122,True,1968,1989,,MCDONNELL DOUGLAS,USA,54.76,47.35,,,jet,"['wings', 'tail']",3,L3J,low,swept,False,False,False,False,False,False,fuselage,1,,
DC3,"DC-3, C-47, C-53 Skytrooper, C-117",X,DC3_3D.jpg,AC0,10700,True,1936,1942,,DOUGLAS,USA,19.7,29,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
DC3S,R4D-8,M,DC-3S.png,AC0,100,True,1949,,1992,DOUGLAS,USA,20.65,27,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
DC4,"DC-4, C-54 Skymaster",X,Douglas_R5D-2_Skymaster.png,AC0,1243,True,1942,1947,1991,DOUGLAS,USA,28.6,35.81,,,prop,['wings'],4,L4P,low,straight,False,False,False,False,False,False,fuselage,1,,
DC6,DC-6,C,DC6.jpeg,AC0,704,True,1947,1958,,DOUGLAS,USA,32.18,35.81,,,prop,['wings'],4,L4P,low,straight,False,False,False,False,False,False,fuselage,1,,
DC7,DC-7,C,DC-7C.png,AC0,338,True,1953,1958,2020,DOUGLAS,USA,34.23,38.8,,,prop,['wings'],4,L4P,low,straight,False,False,False,False,False,False,fuselage,1,,
DC85,"DC-8-50, DC-8-30",C,DC85_3D.jpg,AC7,162,True,1959,1972,,DOUGLAS,USA,45.9,43.4,,,jet,['wings'],4,L4J,low,swept,False,False,False,False,False,False,fuselage,1,,
DC86,DC-8-62,C,boeing-dc-8-62.jpg,AC7,67,True,1959,1972,,DOUGLAS,USA,48,45.2,,,jet,['wings'],4,L4J,low,swept,False,False,False,False,False,False,fuselage,1,,
DC87,"DC-8-60, 61, 63, 70",C,douglas-dc-8-63.jpg,AC7,217,True,1959,1972,,DOUGLAS,USA,57.1,43.4,,,jet,['wings'],4,L4J,low,swept,False,False,False,False,False,False,fuselage,1,,
DC91,DC-9-10,C,DC9-10_janes65.png,AC7,137,True,1965,1982,,DOUGLAS,USA,31.82,26.64,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
DC92,DC-9-20,C,,,10,True,1965,1982,,DOUGLAS,USA,31.82,28.47,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
DC93,"DC-9-30, C-9 Skytrain 2",X,DC93_3D.jpg,AC7,659,True,1965,1982,,DOUGLAS,USA,36.37,28.47,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
DC94,DC-9-40,C,,,71,True,1965,1982,,DOUGLAS,USA,38.28,28.47,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
DC95,DC-9-50,C,DC9-50_janes-1974.png,AC7,96,True,1965,1982,,DOUGLAS,USA,40.7,28.5,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
DG1T,DG-1000T,C,,,-1,True,,,,DG FLUGZEUGBAU,GERMANY,8.57,20,,,prop,['fuselage'],1,L1P,mid,straight,False,False,False,False,False,False,T-tail,1,,
DH2T,DHC-2T Turbo Beaver,C,DH2T_3D.jpeg,AC0,800,True,1948,1967,,DE HAVILLAND,CANADA,10.74,14.63,,,prop,['nose'],1,A1T,high,straight,False,False,False,False,False,False,fuselage,1,,
DH2TF,DHC-2T Turbo Beaver Seaplane,C,DH2TF_3D_gimp.jpeg,AC0,800,True,1948,1967,,DE HAVILLAND,CANADA,10.74,14.63,,,prop,['nose'],1,A1T,high,straight,False,False,False,True,False,False,fuselage,1,,
DH3T,DHC-3T Turbo Otter,C,,,466,True,1953,1967,,DE HAVILLAND,CANADA,14,17.69,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
DH3TF,DHC-3T Turbo Otter Seaplane,C,,,466,True,1953,1967,,DE HAVILLAND,CANADA,14,17.69,,,prop,['nose'],1,L1P,high,straight,False,False,False,True,False,False,fuselage,1,,
DH8A,Dash 8 Q100/Q200,C,Dash-8-Q100.png,AC0,404,True,1984,2009,,BOMBARDIER,CANADA,22.25,25.89,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,T-tail,1,,
DH8C,Dash 8 Q300,C,DHC_Dash8_300.jpg,AC0,267,True,1989,2009,,BOMBARDIER,CANADA,25.68,27.43,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,T-tail,1,,
DH8D,Dash 8 Q400,C,DH8D.jpg,AC0,587,True,1999,,,BOMBARDIER,CANADA,32.81,28.4,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,T-tail,1,,
DHC1,DHC-1 Chipmunk,M,de_havilland_canada_dhc_1_chipmunk-86110.jpg,AC0,1284,True,1946,1956,1996,DE HAVILLAND,CANADA,7.75,10.46,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
DHC2,"DHC-2 Beaver, L-20",X,de_havilland_canada_dhc_2_beaver.jpg,AC0,1657,True,1948,1967,,DE HAVILLAND,CANADA,9.24,14.63,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
DHC2F,DHC-2 Beaver seaplane,X,DHC2F_color.png,AC0,1657,True,1948,1967,,DE HAVILLAND,CANADA,9.24,14.63,,,prop,['nose'],1,L1P,high,straight,False,False,False,True,False,False,fuselage,1,,
DHC3,DHC-3 Otter,C,DHC3_3D.jpg,AC2,466,True,1953,1967,,DE HAVILLAND,CANADA,12.75,17.69,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
DHC3F,DHC-3 Otter seaplane,C,DHC3F_3D.jpeg,AC0,466,True,1953,1967,,DE HAVILLAND,CANADA,12.75,17.69,,,prop,['nose'],1,L1P,high,straight,False,False,False,True,False,False,fuselage,1,,
DHC4,"DHC-4 Caribou, C-7",X,dhc_caribou.jpg,AC2,307,True,1961,1968,2009,DE HAVILLAND,CANADA,22.12,29.15,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,False,cruciform,1,,
DHC5,DHC-5 Buffalo,C,DHC5_3D.jpg,AC0,122,True,1965,1986,,DE HAVILLAND,CANADA,24.08,29.26,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,T-tail,1,,
DHC6,DHC-6 Twin Otter,C,DHC6_3D.jpg,AC2,985,True,1966,,,DE HAVILLAND,CANADA,15.77,19.81,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,fuselage,1,,
DHC6F,DHC-6 Twin Otter seaplane,C,twin-otter-floatplane.png,AC2,985,True,1966,,,DE HAVILLAND,CANADA,15.77,19.81,,,prop,['wings'],2,L2T,high,straight,False,False,False,True,False,False,fuselage,1,,
DHC7,DHC-7,C,DHC7_3D.jpg,AC0,113,True,1978,1988,,DE HAVILLAND,CANADA,24.6,28.4,,,prop,['wings'],4,L4T,high,straight,False,False,False,False,False,False,T-tail,1,,
DIMO,HK-36 Super Dimona,X,DIMO.jpg,AC0,900,True,,,,DIAMOND,CANADA,7.1,16.5,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,T-tail,1,,
DINO,GAK-22 Dino,C,DINO_3D.jpg,AC0,1,True,,,,GANZAVIA,HUNGARY,6.2,7.6,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
DO24,Do-24,M,do24_drawing.png,AC0,279,False,1937,1945,1967,DORNIER,GERMANY,22.05,27,,,prop,['wings'],3,A3P,high,straight,False,False,False,False,False,False,fuselage,2,,
DO28,Do-28 Skyservant,M,dornier_do28.jpg,AC2,352,True,1959,,,DORNIER,GERMANY,11.41,15.55,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,False,fuselage,1,,
DO31,Do-31,M,dornier_do_31.jpg,AC0,3,False,1967,,1970,DORNIER,GERMANY,20.53,18,,,jet,['wings'],2,L2J,high,straight,False,False,False,False,False,False,cruciform,1,,
DOVE,DH.104 Dove,X,dove.png,AC0,544,True,1946,1967,,DE HAVILLAND,UK,11.96,17.37,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,fuselage,1,,
DR40,DR400 Cadet,C,DR40_3D.jpg,AC0,2700,True,1972,,,ROBIN,FRANCE,6.96,8.72,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
DUOD,Duo Discus,C,csm_Duo-Discus-XLT_4fb6103afd.png,AC2,750,True,1993,,,SCHEMPP-HIRTH,GERMANY,8.73,20,,,none,['none'],0,L0G,mid,straight,False,False,False,False,False,False,T-tail,1,,
DV20,DA20 Katana,X,DV20_3D.jpg,AC0,1000,True,1992,,,DIAMOND,CANADA,7.16,10.87,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,T-tail,1,,
E1,"E-1 Tracer, WF-2",M,Grumman_WF-2_Tracker.png,AC0,88,True,1958,,1977,GRUMMAN,USA,13.56,22.05,9.27,AC8,prop,['wings'],2,L2P,high,straight,False,False,False,False,True,False,fuselage,2,,
E110,Bandeirante,C,E110_3D.jpg,AC2,501,True,1973,1990,,EMBRAER,BRAZIL,15.1,15.32,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,fuselage,1,,
E120,Brasilia,C,E120_3D.jpg,AC7,357,True,1985,2001,,EMBRAER,BRAZIL,19.63,19.77,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,T-tail,1,,
E121,Xingu,M,E121.jpg,AC0,106,True,,,,EMBRAER,BRAZIL,12.25,14.45,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,T-tail,1,,
E135,ERJ-135,C,E135.jpg,AC2,600,True,1997,2020,,EMBRAER,BRAZIL,26.33,20.04,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
E140,ERJ-140,C,Embraer_ERJ-140.png,AC2,74,True,1997,2020,,EMBRAER,BRAZIL,28.45,20.04,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
E145,ERJ-145,C,E145.jpeg,AC2,600,True,1997,2020,,EMBRAER,BRAZIL,29.87,20.04,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
E170,ERJ 170-100,C,embraer170.png,AC0,191,True,2004,,,EMBRAER,BRAZIL,29.9,26,,,jet,['wings'],2,L2J,low,swept,False,True,False,False,False,False,fuselage,1,,
E190,ERJ 190-100,C,E190_3D.jpg,AC0,568,True,2004,,,EMBRAER,BRAZIL,36.24,28.72,,,jet,['wings'],2,L2J,low,swept,False,True,False,False,False,False,fuselage,1,,
E195,ERJ 190-200,C,embraer-195.jpg,AC0,172,True,2004,,,EMBRAER,BRAZIL,38.65,28.72,,,jet,['wings'],2,L2J,low,swept,False,True,False,False,False,False,fuselage,1,,
E2,E-2 Hawkeye,M,E2_Hawkeye.jpg,AC0,313,True,1964,,,GRUMMAN,USA,17.6,24.56,8.94,AC8,prop,['wings'],2,L2T,high,straight,False,False,False,False,True,False,fuselage,4,,
E200,EA-200,C,E200_3D.jpg,AC2,37,True,,,,EXTRA,GERMANY,6.8,7.5,,,prop,['nose'],1,L1P,mid,straight,False,False,False,False,False,False,fuselage,1,,
E230,EA-230,C,E-230.jpg,AC2,1,True,,,,EXTRA,GERMANY,5.82,7.4,,,prop,['nose'],1,L1P,mid,straight,False,False,False,False,False,False,fuselage,1,check num built,
E275,E175-E2,C,,,-1,True,2019,,,EMBRAER,BRAZIL,32.4,31,,,jet,['wings'],2,L2J,low,swept,False,True,False,False,False,False,fuselage,1,,
E290,E190-E2,C,e190-e2.jpg,AC0,18,True,2018,,,EMBRAER,BRAZIL,36.2,33.7,,,jet,['wings'],2,L2J,low,swept,False,True,False,False,False,False,fuselage,1,,
E295,E195-E2,C,E195.png,AC0,61,True,2019,,,EMBRAER,BRAZIL,41.5,35.12,,,jet,['wings'],2,L2J,low,swept,False,True,False,False,False,False,fuselage,1,,
E300,EA-300,C,Extra_EA-300L_janes11.png,AC2,429,True,,,,EXTRA,GERMANY,7,8,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
E35L,EMB-135BJ Legacy 600,C,Embraer_Legacy_600.jpeg,AC2,289,True,2002,2020,,EMBRAER,BRAZIL,26.33,21.17,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,Same as ERJ-135,
E3TF,E-3 Sentry,M,E3.png,AC7,68,True,1977,1992,,BOEING,USA,46.6,44.4,,,jet,['wings'],4,L4J,low,swept,False,False,False,False,True,False,fuselage,1,,
E400,EA-400,C,E400_3D.jpg,AC0,27,True,,,,EXTRA,GERMANY,9.56,11.5,,,prop,['nose'],1,L1T,high,straight,False,False,False,False,False,False,T-tail,1,,
E45X,ERJ-145XR,C,E45X_3D.jpg,AC2,500,True,1997,,,EMBRAER,BRAZIL,29.87,21.01,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
E500,EA-500,C,E500_3D_s48w.jpg,AC0,10,True,,,,EXTRA,GERMANY,10.1,11.7,,,prop,['nose'],1,L1T,high,straight,False,False,False,False,False,False,T-tail,1,,
E50P,EMB-500 Phenom 100,C,embraer_emb_500_phenom_100.jpg,AC7,392,True,2008,,,EMBRAER,BRAZIL,12.82,12.3,,,jet,['hips'],2,L2J,low,straight,False,False,False,False,False,False,T-tail,1,,
E545,EMB-545 Legacy 450,C,Embraer_Legacy_450_janes11.png,AC7,58,True,2014,2019,,EMBRAER,BRAZIL,19.69,20.25,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
E550,EMB-550 Legacy 500,C,E550_3D.jpg,AC7,80,True,2014,2019,,EMBRAER,BRAZIL,20.74,20.25,,,jet,['hips'],2,L2T,low,swept,False,True,False,False,False,False,T-tail,1,,
E55P,EMB-505 Phenom 300,C,Embraer_Phenom_300_janes11.png,AC2,600,True,2009,,,EMBRAER,BRAZIL,15.64,15.91,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
E6,E-6 Mercury,M,,,16,True,1989,2006,,BOEING,USA,46.61,45.16,,,jet,['wings'],4,L4J,low,swept,False,False,False,False,False,False,fuselage,1,,
E737,737-700 AEWC,M,,,14,True,2012,,,BOEING,USA,33.6,35.8,,,jet,['wings'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
E75L,ERJ 170-200 (long wing),C,E75L_WM.jpg,AC0,500,True,2005,,,EMBRAER,BRAZIL,31.68,28.65,,,jet,['wings'],2,L2J,low,swept,False,True,False,False,False,False,fuselage,1,,
E75S,ERJ 170-200 (short wing),C,E75S_WM.jpg,AC0,500,True,2005,,,EMBRAER,BRAZIL,31.68,26,,,jet,['wings'],2,L2J,low,swept,False,True,False,False,False,False,fuselage,1,,
E767,E-767 AWACS,M,E767.jpg,AC2,4,True,2000,,,BOEING,USA,48.5,47.6,,,jet,['wings'],2,L2J,low,swept,False,False,False,False,True,False,fuselage,1,,
EA50,Eclipse 500,C,eclipse_500.png,AC2,260,True,2006,2008,,ECLIPSE,USA,10.2,11.6,,,jet,['hips'],2,L2J,low,straight,True,False,False,False,False,False,T-tail,1,,
EA6B,EA-6B Prowler,M,EA6B_Prowler.jpg,AC2,170,True,1971,1991,2019,GRUMMAN,USA,18.24,16.15,7.87,AC9,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,fuselage,1,,
ECHO,P-92 Eaglet,C,Visuale-P92.jpg,AC2,1250,True,1993,,,TECNAM,ITALY,6.6,8.7,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
ECHOF,P-92 SeaSky,C,P92-Sea-Sky.jpg,AC2,250,True,1993,,,TECNAM,ITALY,6.5,8.7,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
EPIC,LT Dynasty,C,EPIC_janes12.png,AC2,54,True,2004,2018,,EPIC,USA,11.2,13.11,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
ERCO,415C Ercoupe,C,415C.jpeg,AC0,5685,True,1940,1969,,ERCO,USA,6.17,9.14,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,2,,
ETAR,Etendard 4,M,dassault_etendard_iv.jpg,AC7,90,True,1962,,2000,DASSAULT,FRANCE,14.4,9.6,7.8,AC9,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,cruciform,1,,
EUFI,Eurofighter Typhoon,M,Eurofighter_Typhoon_janes11.png,AC2,589,True,2003,,,EUROFIGHTER,UK,15.96,10.95,,,jet,['fuselage'],2,L2J,low,delta,False,False,True,False,False,False,none,1,,
EV97,EV-97,C,25276-mid.jpg,AC0,1000,True,1997,,,EVEKTOR,CZECHOSLOVAKIA,5.98,8.1,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
EVOT,Evolution,C,Lancair_Evolution_janes11.png,AC2,70,True,2009,,,LANCAIR,USA,9.14,11.27,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
F1,F-1,M,F1_color.png,AC0,77,True,1978,1987,2006,MITSUBISHI,JAPAN,17.86,7.88,,,jet,['fuselage'],2,L2J,high,swept,False,False,False,False,False,False,fuselage,1,,
F100,F100,C,F100.png,AC0,283,True,1988,1997,,FOKKER,NETHERLANDS,35.5,28.1,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
F100C,F-100C Super Sabre,M,F100C.png,AC2,476,True,1954,1959,1988,NORTH AMERICAN,USA,14.33,11.58,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
F101,F-101 Voodoo,M,McDonnell_F-101AC_Voodoo.png,AC0,807,True,1957,,1984,MCDONNELL,USA,20.55,12.09,,,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,T-tail,1,,
F102,F-102 Delta Dagger,M,convair-f-102-delta-dagger-3.jpg,AC1,1000,True,1956,,1979,CONVAIR,USA,20.83,11.61,,,jet,['fuselage'],1,L1J,mid,delta,False,False,False,False,False,False,none,1,,
F104,F-104 Starfighter,M,LockheedF104.png,AC0,2578,True,1958,,1975,LOCKHEED,USA,16.66,6.63,,,jet,['fuselage'],1,L1J,mid,delta,True,False,False,False,False,False,T-tail,1,,
F105,F-105 Thunderchief,M,republic-f-105-thunderchief-2.jpg,AC0,833,True,1958,1964,1984,REPUBLIC,USA,19.63,10.65,,,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,fuselage,1,,
F106,F-106 Delta Dart,M,F106.png,AC1,342,True,1959,,1998,CONVAIR,USA,21.55,11.67,,,jet,['fuselage'],1,L1J,low,delta,False,False,False,False,False,False,none,1,,
F107,F-107 Ultra Sabre,M,,,3,True,,,,NORTH AMERICAN,USA,18.85,11.15,,,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,fuselage,1,,
F11,F-11 Tiger,M,F11F-1.png,AC2,200,True,1956,1959,1969,GRUMMAN,USA,13.68,9.64,,,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,fuselage,1,,
F111,F-111 Aardvark,M,f111.jpeg,AC1,563,True,1967,2010,,GENERAL DYNAMICS,USA,22.4,19.2,9.74,AC9,jet,['fuselage'],2,L2J,high,swing,False,False,False,False,False,False,fuselage,1,,
F117,F-117 Nighthawk,M,Lockheed_F-117.png,AC1,64,True,1983,,2008,LOCKHEED,USA,20.1,13.2,,,jet,['fuselage'],2,L2J,low,swept,False,False,False,False,False,False,V-tail,0,,
F14,F-14 Tomcat,M,F14.png,AC0,712,True,1974,1991,2006,GRUMMAN,USA,18.89,19.45,11.65,AC8,jet,['fuselage'],2,L2J,high,swing,False,False,False,False,False,False,fuselage,2,,
F15,F-15 Strike Eagle,M,F15_3D.jpg,AC7,1198,True,1976,,,BOEING,USA,19.4,13.06,,,jet,['fuselage'],2,L2J,high,swept,False,False,False,False,False,False,fuselage,2,,
F16,F-16 Fighting Falcon,M,H2.jpg,AC2,4604,True,1973,,,GENERAL DYNAMICS,USA,15,9.45,,,jet,['fuselage'],1,L1J,mid,delta,False,False,False,False,False,False,fuselage,1,,
F18H,FA-18 Hornet,M,FA-18B.png,AC7,1480,True,1983,2000,2021,BOEING,USA,17.1,12.3,8.38,AC9,jet,['fuselage'],2,L2J,mid,delta,False,False,False,False,False,False,fuselage,2,,
F18S,"FA-18 Super Hornet, EA-18G Growler",M,F18_3D.jpg,AC7,632,True,1999,,,BOEING,USA,18.38,13.68,9.94,AC9,jet,['fuselage'],2,L2J,mid,delta,False,False,False,False,False,False,fuselage,2,,
F20,F-20,M,,,3,True,,,,NORTHROP,USA,14.2,8.1,,,jet,['fuselage'],1,L1J,low,delta,False,False,False,False,False,False,fuselage,1,Only 1 left inside California science museum in LA.,
F22,F-22 Raptor,M,f22_raptor.png,AC7,195,True,2005,2011,,LOCKHEED MARTIN,USA,18.92,13.56,,,jet,['fuselage'],2,L2J,mid,delta,False,False,False,False,False,False,fuselage,2,,
F260,SF.260,M,Aermacchi_SF-260EF_janes11.png,AC2,900,True,1964,2017,,AERMACCHI,ITALY,7,8.22,,,prop,['nose'],1,L1P,low,straight,True,False,False,False,False,False,fuselage,1,,
F27,F27 Friendship,C,F27.jpg,AC0,586,True,1958,1987,,FOKKER,NETHERLANDS,23.56,29,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,fuselage,1,,
F28,F28 Fellowship,C,F28.jpg,AC7,241,True,1969,1987,,FOKKER,NETHERLANDS,27.4,23.6,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
F2H,F2H Banshee,M,F2H-2.jpg,AC2,895,True,1948,1953,1962,MCDONNELL,USA,12.24,12.68,5.61,AC9,jet,['fuselage'],2,L2J,mid,straight,True,False,False,False,False,False,cruciform,1,,
F2TH,Falcon 2000,C,F2TH_3D.jpg,AC7,325,True,1995,,,DASSAULT,FRANCE,20.23,19.33,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,cruciform,1,,
F2THW,Falcon 2000LX,C,dassault_falcon_2000lx.jpg,AC7,350,True,1995,,,DASSAULT,FRANCE,20.23,21.38,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,cruciform,1,,
F35,F-35 Lightening II,M,R3.jpeg,AC7,1000,True,2015,,,LOCKHEED MARTIN,USA,15.59,10.67,,,jet,['fuselage'],1,L1J,mid,delta,False,False,False,False,False,False,fuselage,2,,
F35C,F-35C Lightening II,M,R8.jpeg,AC7,200,True,2019,,,LOCKHEED MARTIN,USA,15.67,13.11,9.47,AC9,jet,['fuselage'],1,L1J,mid,delta,False,False,False,False,False,False,fuselage,2,,
F3D2,F3D (F-10) Skyknight,M,F3D-2.jpeg,AC0,265,True,1951,,1970,DOUGLAS,USA,13.84,15.24,8.18,AC8,jet,['fuselage'],2,L2J,mid,straight,False,False,False,False,False,False,cruciform,1,,
F3H,F3H Demon,M,mcdonnell_f3h_demon.jpg,AC0,519,True,1956,,1964,MCDONNELL,USA,18,10.77,7.72,AC8,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
F4,F-4 Phantom,M,f-4.png,AC0,5195,True,1958,1981,1996,MCDONNELL DOUGLAS,USA,17.8,11.7,8.39,AC8,jet,['fuselage'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
F406,F406 Caravan 2,C,,,99,True,,,,CESSNA,USA,12.4,15.1,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,cruciform,1,,
F4D,F4D Skyray,M,F4D_Skyray.png,AC2,422,True,1956,1958,1964,DOUGLAS,USA,13.79,10.21,7.97,AC9,jet,['fuselage'],1,L1J,mid,delta,False,False,False,False,False,False,none,1,,
F5,F-5 Freedom Fighter,M,F-5A.jpg,AC1,2603,True,1959,1987,,NORTHROP,USA,15.65,8.13,,,jet,['fuselage'],2,L2J,low,straight,True,False,False,False,False,False,fuselage,1,,
F50,F50,C,F50.jpg,AC2,213,True,1987,1997,,FOKKER,NETHERLANDS,25.25,29,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,fuselage,1,,
F70,F70,C,F70.jpg,AC0,47,True,1994,1997,,FOKKER,NETHERLANDS,30.9,28.1,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
F7F,F7F Tigercat,M,Grumman-F7F-Tigercat.jpg,AC2,364,True,1944,1946,1954,GRUMMAN,USA,13.82,15.7,9,AC9,prop,['wings'],2,L2P,mid,straight,False,False,False,False,False,False,fuselage,1,,
F7U,F7U Cutlass,M,vought-f7u-cutlass.jpg,AC7,320,True,1951,1955,1959,VOUGHT,USA,12.586,12.1,6.8,AC9,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,none,2,,
F8,F-8 Crusader,M,ltv-f-8e-crusader.jpg,AC2,1219,True,1957,,1999,VOUGHT,USA,16.53,10.87,6.86,AC8,jet,['fuselage'],1,L1J,high,swept,False,False,False,False,False,False,fuselage,1,,
F84,F-84 Thunderjet,M,Republic_F-84_Thunderjet.png,AC2,7524,True,1947,1964,1974,REPUBLIC,USA,11.43,12.27,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
F84F,F-84F Thunderstreak,M,R.jpeg,AC7,2711,True,1954,,1972,REPUBLIC,USA,13.23,10.25,,,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,cruciform,1,,
F86D,F-86D Sabre,M,F-86D.png,AC2,2847,True,1949,,1994,NORTH AMERICAN,USA,12.28,11.31,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
F86F,F-86F Sabre,M,R.png,AC7,2239,True,1949,,1994,NORTH AMERICAN,USA,11.43,11.31,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
F86H,F-86H Sabre,M,north_american_f_86h_5_sabre.jpg,AC7,473,True,1949,,1994,NORTH AMERICAN,USA,11.82,11.92,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
F86K,F-86K Sabre,M,north_american_f_86k_sabre_dog.jpg,AC2,341,True,1949,,1994,NORTH AMERICAN,USA,12.47,11.92,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
F86L,F-86L Sabre,M,north_american_f_86l_sabre_dog.jpg,AC2,981,True,1949,,1994,NORTH AMERICAN,USA,12.28,11.92,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
F89,F-89 Scorpion,M,F89C.png,AC2,1050,True,1950,,1969,NORTHROP,USA,16.31,17.07,,,jet,['fuselage'],2,L2J,mid,straight,True,False,False,False,False,False,cruciform,1,,
F8SCW,F-8A Supercritical Wing,M,f-8-supercritical-wing.jpg,AC0,10,True,1970,,,VOUGHT,USA,16.6,13.3,,,jet,['fuselage'],1,L1J,high,swept,False,False,False,False,False,False,fuselage,1,,
